var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,grupo
-0.04609940025120163,0.026835959924633154,-1.2043676826706686,-0.09886161504875689,-0.04395706854694303,-0.12227261765857181,0.07190748215801344,-184.45227297352457,-0.0912304244722548,-0.07862570172508422,1
0.004099058185209977,-0.04515594792942365,2.6000703359167137,0.07784728068897778,0.014280104210172853,0.047264090553252265,-0.013708173345044851,232.92679533387246,-0.05433677470507224,-0.011092918356238095,1
0.02344388898533611,-0.10180684459290755,-1.2162273431064532,0.11860924500190717,0.04628748680876661,0.05927286749493372,0.0005862044126175703,309.07893603287664,-0.11645164713419211,-0.013822727505568358,1
-0.023145237074673256,-0.08684026840308051,1.6900550908770713,0.11486845479790511,-0.02069207276267692,-0.0194633367258501,0.0286106011735791,219.57079383046312,-0.15612132408245463,-0.04146046583512725,1
0.08151525573925128,0.2647296158502327,4.486057325095247,-0.24424854386358155,0.006024985986706131,0.1914539259306566,-0.257729511524469,-558.3068210840956,0.6141309750446581,0.2696015483915075,0
-0.047511668112176185,-0.0872134715176892,0.8254974788526697,0.09423840473947477,-0.035540938769260115,-0.04801330992251386,0.09170691994645312,201.52739450067327,-0.2075417090136854,-0.11167594921345766,1
-0.03420242207221777,-0.05469361977695268,-3.5845334263942847,0.04346938689923284,-0.05067495007831797,-0.0811008056164421,0.10679377925246941,64.27465377243941,-0.22275921628342255,-0.11992995413270768,1
0.00801147944475448,0.06732679687360908,0.9246053542918267,-0.10201371050935451,-0.033832796125004366,-0.11983985332143679,0.0624647668666874,-182.37117414369607,-0.053301954896277905,-0.09130038555519099,1
-0.009156061623241101,0.022141415631053086,2.562358250376937,0.0026231024289384494,0.03488542916057746,0.11150013134650626,-0.12191413152302648,-10.773687364356853,0.21842589467665702,0.16383298449515607,1
-0.09012920780143352,-0.20392989289481966,-1.074677851565005,0.10485997425710251,-0.030269340237705753,-0.32775203750213394,0.3151852729738395,335.7862601800928,-0.7242332442986821,-0.44528922577980745,0
0.015250675850668511,-0.044085970772121896,0.6961210133428269,0.09580665525736348,0.03528147317885242,0.1772686414808237,-0.06872635024623423,220.42113114743734,0.13757947739889534,0.16794428546806542,1
-0.07699974659395106,-0.026189644061653923,-2.025092346833044,-0.17304689623074387,-0.13174299611828924,-0.4741255124896823,0.3495315564654825,-236.51129173211055,-0.5918781432403384,-0.5083138522166033,0
-0.03319107293765926,-0.06558216845479478,0.3412881910006772,0.045718757869574696,-0.026977225812436265,-0.09527967678846984,0.13305798655484782,131.57206293299848,-0.240912249333392,-0.15804264589000871,1
0.02319008222915094,0.10120195610680964,0.35240889708338413,-0.12021259376562178,-0.028050966151009292,-0.02590128422345898,-0.03752255222081819,-226.6383459230436,0.1722185686578379,0.0243491962308984,1
-0.006090560178847501,0.05792104871120487,3.9980793587694143,-0.14507241572108123,0.002463693869103275,-0.0011253942502171736,-0.060076261481070134,-271.7654450422484,0.17776274098443384,0.05863874611578738,1
0.04662072457414131,0.057698149504173804,-3.5660499680210926,-0.00031659951197519004,0.02359524413689384,0.09243943409187588,-0.07609063343707492,-76.4987729027936,0.2205221080899331,0.10141901839310925,1
0.03750110091241789,-0.12190559274398317,3.6874242917691107,0.38068957172477913,0.11997534878435769,0.3933610374914227,-0.20935009796443207,664.4740421158219,0.22345371642689338,0.36016722074643437,0
0.06092184576973712,0.06569830313857056,-0.2661446976337466,-0.033571262534394006,0.00022555323396127825,0.06619513877008824,-0.0868687676532557,-125.69350544929286,0.2205409501791567,0.09606553803209683,1
0.009546094080250847,-0.08827018061619184,0.3855446984406322,0.1362782346739799,0.0518470447846935,0.12086283440075528,-0.05903285948516899,257.2361033631441,0.02090836113198996,0.07217204635396558,1
0.0943190083831335,-0.001711933025119025,1.4525003745903824,0.19389564100940454,0.13310734002096966,0.42571526148184496,-0.3265727688697848,347.9207421926071,0.5156601897586924,0.45849436475793903,0
-0.012632566881094778,-0.02960265663130996,-2.6819889781479223,-0.08214490785943392,-0.0671422964755028,-0.12295790595331665,0.05672374921621332,-125.11563080468171,-0.09940036762438563,-0.10321713679343836,1
-0.06779959459742255,-0.26906647738646317,-4.477835509166695,0.2842649557564407,-0.036104075744852804,-0.11848720842215213,0.21696363260216125,640.7922024067856,-0.6121771593892484,-0.26558003064247493,0
0.06632891463551868,0.188269408176089,7.433923476299601,-0.07463134647280774,0.10817322688362711,0.2937745862724692,-0.3388374236251127,-217.872197427053,0.6877589163627149,0.45814714687057395,0
-0.02606487808265633,0.02509500128355735,2.1735840186574444,-0.10592175186174137,-0.06602128896999158,-0.11630698918704944,0.06396578732110805,-170.07037617187004,-0.07628856393409228,-0.11582785503681178,1
-0.02604498014670338,-0.22874869732293496,-2.574862262734297,0.3935890643942659,0.06608640862138081,0.14657186906407735,0.07478044714163157,853.160168535652,-0.30668776288108196,0.022817695758503925,0
-0.03777128380437898,-0.20827043625218877,0.6152276957769449,0.3498757612192449,0.06481656054984321,0.2057804825777653,0.004258340857709634,786.2075640801962,-0.13382082422736474,0.13377868233359996,0
-0.12129195735340419,-0.16139299504695848,-3.6544748690744533,-0.06210605660687597,-0.11131249256682324,-0.4762298174591243,0.341524996114915,29.23372553420432,-0.6466487774460967,-0.5075202204704606,0
